week_day,hour,rout_count,temperature,visibility,humidity,distance
2,15,41,278,10000,48,386.967035
4,12,63,276,10000,100,819.6842059
4,17,63,280,10000,65,2431.265829
4,14,18,277,10000,55,1675.932753
5,12,59,285,10000,27,379.1479169
1,17,41,282,10000,24,1022.364484
4,7,41,274,10000,83,516.9422509
4,18,47,277,10000,51,288.8725123
1,8,48,271,10000,86,344.8007024
1,9,18,276,10000,86,267.6750517
5,11,26,279,7000,93,250.0828751
4,13,31,276,10000,64,16.74525182
3,13,128,284,10000,25,411.6014302
1,7,22,271,10000,86,497.4385407
5,12,31,285,10000,27,465.9458856
4,14,46,277,10000,55,1945.517572
5,10,12,276,9000,93,1311.575013
1,16,128,280,10000,56,7.947961374
5,9,26,276,8000,86,343.5087718
1,7,18,271,10000,86,403.1536944
2,17,11,278,10000,41,263.0127389
2,15,18,277,10000,80,892.3480899
4,12,11,276,10000,100,581.177596
2,8,24,274,10000,74,1539.012232
5,19,34,282,10000,66,16.47147939
5,13,18,283,10000,76,549.5191773
3,16,34,286,10000,24,625.3107533
2,19,26,274,10000,93,356.6524822
4,13,18,285,10000,23,23.27522332
1,18,28,282,10000,24,168.8771672
2,19,18,274,10000,93,265.552577
4,11,48,276,10000,100,347.0158378
3,13,47,284,10000,25,15.12423883
3,17,47,277,10000,64,554.5098022
5,10,41,273,10000,75,171.3469307
3,13,12,276,10000,69,385.4695888
2,8,18,277,10000,69,30.71241259
4,14,47,286,10000,24,63.20160156
2,13,28,277,10000,64,45.41004493
3,16,47,277,10000,55,2440.156646
1,18,24,278,10000,68,841.5695572
2,14,47,276,10000,59,36.80846084
2,14,95,279,10000,60,933.3718266
4,9,47,275,10000,93,153.6713067
1,17,41,282,10000,45,33.84945973
5,15,34,287,10000,20,283.9226228
2,19,34,278,10000,48,446.9669371
2,11,20,275,10000,74,1351.827904
3,13,48,276,10000,69,33.20035457
3,12,22,279,10000,60,1244.015657
5,19,18,282,10000,66,187.399585
2,10,22,274,10000,74,361.4445881
3,8,12,273,10000,80,2581.471901
5,10,47,279,10000,41,1898.842545
1,15,18,282,10000,49,194.7049132
1,14,28,281,10000,85,33.2253199
1,14,18,281,10000,31,258.5010241
5,18,59,283,10000,61,2726.397084
2,15,59,273,550,73,544.0144719
1,18,95,284,10000,53,195.9157274
5,14,48,285,10000,62,634.9187703
5,14,48,285,10000,62,611.6604335
1,9,47,277,9000,93,823.4124895
2,11,48,279,10000,41,5.634871795
4,9,48,276,10000,47,5.747311118
4,9,22,276,10000,47,28.34641456
5,11,48,279,7000,93,37.46337397
2,18,12,277,10000,69,184.0925414
1,17,63,282,10000,24,1072.894386
4,13,26,276,10000,64,25.07891591
1,13,48,281,10000,65,285.5116388
5,19,95,277,10000,93,314.1706512
2,19,28,277,10000,69,32.94624164
5,7,11,270,10000,73,255.4334356
4,13,24,285,10000,23,7.708488977
3,16,59,286,10000,24,529.8129153
1,14,18,285,10000,54,96.51432612
1,18,41,284,10000,53,560.4200711
4,11,18,274,10000,74,403.6868676
5,11,20,279,7000,93,592.0623705
3,11,41,275,10000,69,69.30848941
5,14,41,277,10000,44,579.8686392
3,9,128,275,10000,51,271.8417678
3,18,47,280,10000,48,1446.882789
3,12,18,276,10000,69,33.55825144
5,13,41,283,10000,76,233.1174082
4,8,18,274,10000,80,313.7491957
5,18,41,283,10000,61,1082.633448
2,16,128,278,10000,77,1209.626896
1,9,48,277,9000,93,810.3707235
4,13,63,285,10000,23,1488.729588
2,12,20,276,10000,69,94.24373873
5,17,59,288,10000,19,2546.486879
2,18,18,274,9000,99,733.2888148
4,17,128,286,10000,24,1671.938657
1,9,12,277,9000,93,2306.863243
2,9,11,271,10000,79,304.5870729
4,14,47,286,10000,24,265.4597873
1,17,95,282,10000,45,844.3321729
1,12,59,280,10000,81,115.4934235
1,17,48,278,10000,60,429.0798215
5,8,95,270,10000,79,18.3640304
2,12,95,277,10000,92,157.6173845
1,9,46,276,10000,86,45.71329294
2,9,18,277,10000,88,486.9056331
5,8,95,277,1200,100,58.99386664
5,15,12,286,10000,54,678.3407923
4,19,48,276,10000,55,1073.970735
2,8,34,268,10000,85,243.6739266
3,9,41,273,10000,80,409.4248038
1,15,41,281,10000,45,5.236953214
2,11,63,278,10000,60,449.955497
2,19,59,274,10000,93,2527.643486
3,7,12,274,10000,55,878.8749648
4,13,20,276,10000,64,729.5044322
2,8,26,277,10000,69,385.4768486
5,14,20,285,10000,62,790.114142
5,11,12,279,7000,93,4.144662445
4,17,18,277,10000,51,217.8659602
1,15,24,281,10000,45,1579.775162
4,16,95,287,10000,22,332.9958123
2,8,12,268,10000,85,231.1056271
5,8,18,271,10000,68,275.8493053
2,18,63,278,10000,44,2139.318433
5,12,47,278,10000,80,353.727366
1,15,18,286,10000,47,1573.477543
1,18,18,282,10000,24,72.50359803
5,8,95,271,10000,68,336.3260838
1,12,59,283,9000,57,1022.969273
1,17,128,278,10000,60,1655.176688
2,11,48,278,10000,60,709.890103
1,16,18,280,10000,56,457.4508928
4,12,18,276,10000,100,83.54198339
3,18,128,280,10000,48,463.2403737
2,10,12,277,10000,92,15.26127362
2,19,31,278,10000,48,147.2645694
5,10,48,278,3200,100,26.57323613
3,16,11,286,10000,24,850.3025858
2,16,47,278,10000,44,318.0387459
5,9,41,275,10000,64,1387.741347
2,9,59,271,10000,79,2543.667441
4,9,41,276,10000,47,103.753336
1,17,11,278,10000,60,55.98518931
5,8,18,270,10000,79,364.8021466
2,13,18,275,10000,69,407.2034229
4,14,41,286,10000,24,438.8630158
3,19,59,279,10000,52,846.8658337
1,12,12,279,10000,82,1094.833644
3,19,41,285,10000,23,52.90562816
2,11,18,275,10000,74,5.180719329
5,9,28,272,10000,63,251.5207658
4,10,34,279,10000,38,128.0726783
4,9,31,276,10000,47,434.0499445
3,13,41,279,10000,52,327.0495387
4,9,26,274,10000,74,381.3606458
3,8,11,271,10000,86,425.7960617
1,10,128,277,10000,93,471.5584663
4,11,11,282,10000,34,17.19036828
1,14,28,280,10000,52,52.87325091
5,12,48,281,10000,87,357.2234495
1,15,47,282,10000,26,59.25818409
5,14,26,285,10000,62,787.3172405
2,13,63,275,10000,69,834.4717653
5,15,41,287,10000,20,645.4531875
3,11,47,275,10000,69,1193.076439
4,16,26,287,10000,22,202.5750423
3,7,128,274,10000,55,8.978791573
4,11,12,276,10000,100,537.6023059
3,16,63,277,10000,64,200.8412491
4,12,18,275,10000,69,4.291033461
5,16,18,288,10000,21,758.4574356
5,10,18,278,3200,100,3.380549851
3,17,18,277,10000,64,634.3114777
2,14,47,276,10000,59,199.6262235
1,7,48,275,10000,86,72.51490909
5,17,18,288,10000,19,670.0118702
5,11,11,282,10000,34,8.594135501
5,13,41,278,10000,80,720.2856866
4,11,47,274,10000,74,472.1063739
4,8,18,275,10000,51,17.05773594
5,16,31,285,10000,54,584.3235741
4,10,95,279,10000,38,694.6339335
4,18,48,286,10000,24,149.9427824
5,11,46,274,10000,50,765.7181826
5,11,41,277,10000,86,273.7931525
5,15,18,286,10000,54,74.374278
3,10,11,275,10000,88,275.668256
2,14,28,279,10000,60,1916.948521
2,13,63,282,10000,31,10.27057774
2,19,48,274,10000,93,111.5141062
1,16,59,282,10000,45,300.4220417
2,16,22,273,4200,99,129.9405541
5,13,20,278,10000,80,5.028883226
3,13,128,279,10000,52,24.24830386
4,14,48,286,10000,24,45.86524585
4,11,63,274,10000,74,448.4500907
1,15,95,282,10000,26,218.3656728
1,7,95,275,10000,86,37.14385237
1,19,48,281,10000,61,70.35570321
3,19,41,279,10000,52,678.6675061
1,12,24,279,10000,82,5.581840309
5,10,48,279,10000,41,63.00736358
3,13,47,276,10000,69,1780.11522
5,15,22,279,10000,81,194.2719761
4,11,22,276,10000,100,360.4759021
1,12,41,279,10000,82,14.01317034
1,17,24,282,10000,45,3007.159091
3,17,22,277,10000,64,182.4336326
1,8,95,276,10000,86,27.05972425
4,15,41,279,10000,70,146.9804459
3,12,24,276,10000,69,101.4072528
3,11,128,275,10000,69,1768.621469
2,8,95,277,10000,69,302.4788621
4,19,48,286,10000,24,40.97962165
3,16,18,277,10000,55,1610.019876
2,9,47,274,10000,74,1464.883223
3,11,18,276,10000,74,29.74460906
3,11,41,276,10000,74,51.47366992
2,8,28,274,10000,74,45.01605196
5,13,18,276,10000,47,9.012355393
1,18,12,282,10000,24,3148.244635
4,14,18,278,10000,88,191.8763092
1,9,18,273,10000,57,480.1163643
5,9,28,275,10000,64,16.15546632
1,19,12,281,10000,61,12.106391
1,14,59,285,10000,54,259.7829449
5,15,47,287,10000,20,566.1004795
1,17,12,282,10000,45,2175.793088
3,14,48,276,10000,64,24.86507512
4,15,18,286,10000,22,1778.715055
1,10,48,276,10000,82,139.0199648
4,13,41,277,10000,88,30.48797985
2,18,31,274,9000,99,670.1837525
5,13,46,278,10000,80,1045.034187
1,15,95,286,10000,47,852.507971
3,12,18,279,10000,60,88.59096281
2,8,28,274,10000,74,478.7183355
2,16,31,273,4200,99,12.02197282
4,13,20,285,10000,23,2.197911051
4,11,47,276,10000,100,779.1680047
5,11,46,279,7000,93,643.3378431
2,13,59,275,10000,69,592.7447552
4,11,18,282,10000,34,105.6582099
3,7,47,271,10000,79,257.1861878
1,8,18,276,10000,86,1.781144071
5,19,41,277,10000,93,203.265984
1,18,34,278,10000,68,296.4379876
4,8,18,275,10000,51,16.11133402
3,8,41,274,10000,50,146.5399131
4,11,47,282,10000,34,718.7811913
4,14,48,278,10000,88,68.36883978
5,13,48,287,10000,22,456.4356832
1,14,41,281,10000,31,182.4963632
1,18,59,278,10000,68,4836.677698
5,18,41,283,10000,61,1016.439407
5,10,95,273,10000,75,4.687535486
5,15,41,279,10000,81,725.4640859
1,10,41,279,9000,81,256.7573707
3,12,24,283,10000,29,299.7119235
1,12,47,280,10000,81,17.18853318
3,10,26,275,10000,69,7.134689243
4,14,18,278,10000,88,1675.078595
1,10,41,276,10000,82,140.5509953
2,14,41,277,10000,51,183.9429155
4,9,12,276,10000,47,84.32392371
1,16,18,280,10000,56,0.870096378
2,7,46,277,10000,69,1117.576127
4,12,47,275,10000,69,460.7400445
2,15,41,278,10000,48,130.7239404
5,13,18,287,10000,22,738.4440901
4,7,47,275,10000,74,621.5056148
5,13,46,283,10000,76,1580.049731
4,7,26,274,10000,83,894.1300354
1,11,95,277,10000,93,4.354623235
3,17,95,286,10000,24,26.6857702
1,19,48,277,10000,69,82.13686547
3,19,41,276,10000,74,504.8206765
5,18,12,287,10000,20,42.13287992
3,12,128,279,10000,60,205.0060003
2,11,48,279,10000,41,42.23297858
2,15,18,278,10000,48,1437.469622
4,18,26,286,10000,24,230.0879897
3,17,46,286,10000,24,1688.37024
3,12,95,283,10000,29,226.6270013
1,13,47,281,10000,65,527.3803545
3,15,47,285,10000,23,130.6767738
2,16,128,273,4200,99,3032.738294
2,16,48,278,10000,77,49.71719045
5,15,18,286,10000,54,532.9126636
5,7,18,277,3100,93,35.35597492
1,15,41,282,10000,49,970.3369695
1,8,34,275,8000,93,45.95868664
1,14,41,281,10000,85,20.8088125
5,16,59,288,10000,21,160.9978382
3,13,48,279,10000,52,20.4135175
3,19,41,279,10000,52,26.74986283
3,14,12,276,10000,64,1558.655176
4,15,47,286,10000,22,1891.030453
2,11,41,274,10000,74,354.999335
3,12,41,283,10000,29,100.131
4,9,31,274,10000,74,744.0952654
1,14,41,281,10000,85,202.9174428
4,12,63,284,10000,27,845.0096113
1,12,63,279,10000,48,41.36750461
4,10,47,279,10000,38,536.5414488
4,17,22,280,10000,65,626.8479168
3,15,34,277,10000,60,343.6997911
1,9,12,273,10000,57,203.5087087
2,12,46,277,10000,92,1061.07678
3,16,12,286,10000,24,271.5408756
5,12,12,281,10000,87,697.8687687
3,9,34,273,10000,80,15.1063509
2,11,128,274,10000,74,349.0243262
4,9,11,274,10000,74,3.250061085
2,14,26,276,10000,59,44.27426479
5,10,34,279,10000,41,256.3801677
4,18,28,280,10000,65,375.6825692
1,9,95,277,9000,93,731.9614785
1,11,34,277,10000,93,171.6440689
4,16,22,279,10000,71,111.7598553
5,10,34,279,10000,41,23.57398483
1,19,47,277,10000,69,193.9640124
1,10,59,276,10000,82,218.5667678
2,13,47,276,10000,64,12.11755274
5,13,41,276,10000,47,546.7939809
2,10,48,277,10000,92,421.8210431
4,8,24,274,10000,80,686.8521442
3,18,31,277,10000,69,680.0672828
1,16,12,285,10000,46,198.1147275
5,9,24,276,8000,86,1.671508405
1,8,18,277,10000,93,560.5205589
3,7,11,271,10000,79,55.98044009
1,12,11,279,10000,82,255.5395478
3,11,18,282,10000,29,357.1891605
3,7,12,274,10000,86,1229.649734
2,9,11,277,10000,88,1.259459051
4,18,47,280,10000,65,962.7120037
2,16,12,273,4200,99,1053.971773
3,13,48,279,10000,52,284.1361131
3,15,41,279,10000,48,681.1038526
4,8,41,274,10000,80,1448.589105
5,17,22,277,10000,44,65.01577879
3,11,34,275,10000,69,11.95054038
3,10,18,275,10000,69,328.6164736
5,19,41,277,10000,48,743.296557
3,17,28,280,10000,45,844.6921852
3,9,18,275,10000,51,636.0474101
2,16,18,278,10000,44,403.7206119
4,12,18,284,10000,27,996.3770294
3,15,24,277,10000,60,660.2557373
3,9,22,273,10000,80,24.80574136
2,9,31,274,10000,74,43.10438907
3,7,63,274,10000,55,397.754133
2,17,20,274,10000,99,2145.845052
5,15,128,286,10000,54,1739.652918
2,17,12,278,10000,41,694.6860901
4,7,59,274,10000,83,540.6044844
5,9,12,272,10000,63,522.0406838
1,14,48,281,10000,85,4.679838378
5,10,28,279,10000,41,41.90111099
2,9,48,277,10000,88,8.725788265
2,13,12,276,10000,64,314.652458
1,8,31,275,8000,93,217.9705552
3,18,22,280,10000,48,101.0451906
4,15,95,278,10000,52,804.1560755
4,7,12,274,10000,83,1011.175108
5,10,12,279,10000,41,2003.660277
1,14,22,281,10000,85,14.69903793
3,7,22,274,10000,86,1771.930479
5,18,12,283,10000,61,1512.78919
1,14,18,281,10000,85,314.0342277
5,13,59,276,10000,47,1811.362128
5,13,48,283,10000,76,12.25805508
2,12,48,275,10000,69,5.513608032
3,10,59,275,10000,69,426.0616848
4,14,46,286,10000,24,507.0448318
2,13,95,275,10000,69,646.8722761
4,13,22,277,10000,88,869.4866056
3,13,18,284,10000,25,63.92142436
4,10,46,274,10000,74,459.3740045
2,15,128,273,550,73,3.780761739
3,12,18,283,10000,29,2.031704099
1,17,48,278,10000,60,94.63587453
2,8,12,277,10000,69,872.2258871
1,11,18,277,10000,93,64.55160473
4,13,24,277,10000,88,694.6377934
5,19,48,287,10000,20,44.52222563
4,9,22,274,10000,74,373.4689948
4,9,28,276,10000,47,5.070824776
3,8,22,271,10000,86,355.2363921
3,17,31,286,10000,24,787.034955
3,7,41,271,10000,79,430.182016
5,15,63,287,10000,20,1175.221598
4,12,41,275,10000,69,592.4912328
1,10,59,279,9000,81,208.8386892
1,15,18,282,10000,26,280.6934795
3,11,95,275,10000,69,884.2658784
3,14,47,276,10000,64,233.004334
4,19,28,279,10000,70,146.8366436
1,10,41,275,10000,80,493.0505259
2,14,47,279,10000,60,92.99589655
4,15,11,279,10000,70,472.3839816
3,7,22,274,10000,86,371.7800572
2,19,47,274,10000,93,46.01199618
3,11,34,275,10000,69,605.2339835
5,10,11,276,9000,93,443.9978142
4,15,31,286,10000,22,275.9879002
5,19,18,287,10000,20,327.2414764
4,17,47,280,10000,65,129.0422159
5,11,12,274,10000,50,1849.048983
1,14,18,285,10000,54,81.46361354
5,8,48,270,10000,79,217.6533897
5,12,95,275,10000,47,1104.947995
2,13,41,282,10000,31,82.01151535
5,18,41,287,10000,20,1458.900164
1,8,41,271,10000,86,1409.32662
4,15,26,279,10000,70,28.36214867
1,10,41,276,10000,82,246.8308984
4,18,34,277,10000,51,279.6056147
1,12,48,279,10000,48,43.52615175
4,10,41,274,10000,74,83.36540904
5,18,46,287,10000,20,612.7381839
5,13,48,276,10000,47,103.6508696
2,19,41,277,10000,69,27.24593433
5,17,18,288,10000,19,698.9237867
1,13,95,279,10000,60,1733.690432
1,17,12,282,10000,45,161.6240757
5,19,26,282,10000,66,272.4058161
3,17,12,286,10000,24,894.061525
3,12,41,276,10000,69,262.5830198
5,12,22,278,10000,80,360.6459773
4,13,12,277,10000,88,323.6511394
4,9,26,275,10000,93,361.0946145
1,12,11,279,10000,48,109.6363362
1,13,48,281,10000,65,12.98845336
3,7,41,274,10000,86,609.1011284
1,10,95,276,10000,82,142.0330734
4,13,128,277,10000,88,218.0278357
2,15,34,273,550,73,23.78977038
5,13,48,276,10000,47,29.04802937
5,13,11,287,10000,22,413.6274717
3,18,24,286,10000,24,899.4757326
5,9,12,278,1100,93,585.9739134
5,12,18,281,10000,87,23.75982252
5,16,48,278,10000,44,29.75536373
2,12,12,277,10000,92,140.1036588
1,16,59,282,10000,45,299.5861091
3,14,41,279,10000,52,138.3448029
4,14,41,278,10000,88,927.4276059
5,13,18,287,10000,22,808.8268046
3,10,95,279,10000,38,370.3723228
4,12,59,284,10000,27,888.133347
2,12,34,276,10000,69,75.32707607
5,18,12,287,10000,20,311.632834
3,16,28,286,10000,24,326.1090361
1,19,20,281,10000,61,128.0872444
2,14,59,279,10000,60,2270.354249
5,10,26,279,10000,41,16.72047514
1,10,63,279,9000,81,994.7844256
4,16,41,278,10000,48,386.4414041
4,14,48,277,10000,55,49.00289355
3,12,128,276,10000,69,587.5119757
3,9,47,275,10000,51,1165.179702
2,17,28,278,10000,77,737.4287904
1,18,41,282,10000,24,602.6292838
4,7,47,275,10000,74,220.6708667
1,9,18,273,10000,57,308.1022385
4,11,48,274,10000,74,4.484122857
4,18,41,280,10000,65,989.2997059
5,15,18,277,10000,44,551.2953652
4,17,47,280,10000,65,1253.825304
1,9,12,277,9000,93,140.0933658
5,10,128,276,9000,93,907.5231109
4,12,31,275,10000,69,945.016724
3,14,26,276,10000,64,21.40743606
5,16,59,288,10000,21,2419.578537
5,14,28,288,10000,22,200.2577921
2,14,31,277,10000,51,23.46342742
5,9,48,276,8000,86,67.228537
3,13,22,284,10000,25,185.2848832
2,16,26,278,10000,44,490.6294685
5,11,22,274,10000,50,252.7289612
1,10,47,277,10000,93,637.7088964
2,16,46,278,10000,44,516.0414105
5,10,63,276,9000,93,871.7781155
2,7,47,277,10000,69,303.4392768
4,9,59,275,10000,93,140.0753512
4,11,24,274,10000,74,191.6837706
4,7,12,275,10000,74,504.3533288
3,10,12,275,10000,69,33.74225399
2,9,63,271,10000,79,665.9717448
3,12,41,279,10000,60,1269.115774
3,15,48,279,10000,48,253.310663
2,11,20,279,10000,41,61.34921398
3,17,48,286,10000,24,476.7803311
3,11,28,275,10000,69,278.4307277
4,14,48,286,10000,24,148.726348
5,12,18,275,10000,47,87.06193146
5,10,12,279,10000,41,883.8570724
5,11,95,277,10000,86,167.138843
5,19,31,287,10000,20,23.1947353
1,8,26,271,10000,86,140.5067106
5,11,128,277,10000,86,9.835773367
3,10,24,279,10000,38,42.47195579
5,13,12,276,10000,47,2677.021756
2,11,18,274,10000,74,2035.785344
3,11,48,276,10000,74,378.0009804
1,14,48,281,10000,31,302.8289432
3,11,63,276,10000,74,825.2784758
3,12,41,276,10000,69,705.7945752
1,17,95,278,10000,60,880.3698727
1,15,46,282,10000,26,37.27936417
2,8,46,274,10000,74,731.5221632
4,17,41,277,10000,51,712.8823518
3,10,63,275,10000,69,20.7921307
1,15,128,282,10000,26,384.6207495
3,11,11,275,10000,69,1500.019975
5,15,31,277,10000,44,323.0727558
4,11,48,274,10000,74,468.7443869
3,11,12,276,10000,74,12.82188979
3,19,12,276,10000,74,547.9456348
4,12,47,284,10000,27,111.8767676
5,12,12,278,10000,80,1738.873377
1,10,12,275,10000,80,211.6743154
2,12,28,276,10000,69,151.3908464
5,11,41,282,10000,34,535.9757201
1,10,41,277,10000,93,169.2804978
1,17,26,282,10000,45,749.0374739
3,17,48,286,10000,24,192.3725083
2,19,24,278,10000,48,6.156903574
5,14,18,285,10000,62,1650.815755
4,12,26,275,10000,69,895.9266096
2,12,41,276,10000,69,53.59986727
5,13,48,278,10000,80,52.12751893
5,12,22,281,10000,87,49.67411789
4,15,46,286,10000,22,2809.394652
2,18,48,278,10000,44,606.2710993
4,19,95,286,10000,24,226.8858088
5,12,31,275,10000,47,287.2553871
2,19,48,277,10000,69,22.76428882
1,10,41,279,9000,81,297.2997344
5,14,11,277,10000,44,477.5051273
1,8,12,271,10000,86,1516.812336
4,16,47,287,10000,22,2137.237034
4,16,34,278,10000,48,2627.330872
3,17,59,286,10000,24,1496.712887
2,8,128,268,10000,85,820.0853169
4,19,31,286,10000,24,30.84301582
5,10,41,276,9000,93,38.41619913
4,13,12,277,10000,88,841.0210997
5,18,11,287,10000,20,418.6819394
3,7,18,274,10000,55,57.56148752
1,17,48,286,10000,43,557.7953386
1,7,12,271,10000,86,268.0845738
3,16,18,279,10000,48,38.94708305
1,15,34,281,10000,45,580.6419391
1,7,47,275,10000,86,108.1561814
3,18,41,280,10000,48,741.3814292
5,16,48,285,10000,54,519.2188764
5,11,46,277,10000,86,39.03422681
1,8,12,276,10000,86,1947.564361
4,8,28,274,10000,80,235.7144994
4,14,63,277,10000,55,668.4655295
2,17,24,278,10000,77,681.1719635
4,18,63,277,10000,51,44.6689493
3,9,28,274,10000,86,8.947116705
2,16,24,278,10000,77,170.1930694
1,18,48,284,10000,53,519.3055214
3,18,20,280,10000,48,1390.723955
5,12,46,285,10000,27,1574.839794
3,7,41,271,10000,79,49.07842729
5,16,18,288,10000,21,2332.461212
5,11,41,277,10000,86,26.88295423
3,17,11,286,10000,24,434.9262757
5,17,41,277,10000,44,16.36140386
4,11,128,276,10000,100,608.1856616
5,15,18,279,10000,81,1637.239819
2,14,28,277,10000,51,670.9856883
5,18,18,283,10000,61,1301.763993
3,11,12,275,10000,69,618.4179314
4,8,26,274,10000,80,595.1090695
4,19,47,276,10000,55,428.4960913
4,18,47,286,10000,24,624.1114219
5,15,48,277,10000,44,17.62168942
5,13,22,287,10000,22,160.5370485
2,8,11,268,10000,85,64.28332542
2,19,31,274,10000,93,966.0312209
5,19,48,287,10000,20,254.5250926
4,18,31,280,10000,65,664.0419943
2,13,12,276,10000,64,533.0518411
3,18,18,280,10000,48,724.5398567
4,11,24,276,10000,100,698.3198469
4,13,47,285,10000,23,2666.718647
3,8,12,273,10000,80,475.7623426
2,14,24,276,10000,59,64.30323116
3,16,48,279,10000,48,28.10982713
1,19,22,281,10000,61,115.3322045
1,14,28,281,10000,31,244.5652495
5,8,47,271,10000,68,11.87070905
1,10,48,277,10000,93,109.4373416
2,13,48,282,10000,31,39.51133652
4,15,26,286,10000,22,5.455270026
3,14,18,285,10000,23,498.0520355
3,12,46,283,10000,29,491.9314012
2,14,63,276,10000,59,458.0898858
3,13,41,284,10000,25,406.9768156
1,10,48,275,10000,80,336.0004164
5,12,26,275,10000,47,3.024549795
1,14,26,281,10000,31,203.3775559
2,19,128,278,10000,48,531.9065643
5,10,34,273,10000,75,479.9593771
1,9,59,277,9000,93,1182.691682
1,7,63,275,10000,86,15.90867474
3,13,128,276,10000,69,443.4519025
5,19,48,277,10000,93,19.94974426
5,15,41,279,10000,81,1305.100463
3,14,48,279,10000,52,981.1652432
4,14,28,277,10000,55,3301.494733
1,7,48,275,10000,86,377.8659328
1,10,34,276,10000,82,5.154558316
3,12,11,276,10000,69,166.0824596
2,15,12,273,550,73,2386.02612
2,19,47,277,10000,69,1254.93675
2,14,48,283,10000,25,514.2013437
4,18,24,277,10000,51,57.23952934
2,8,20,268,10000,85,1253.472671
5,15,20,277,10000,44,738.3673289
2,7,26,277,10000,69,503.596259
4,11,11,276,10000,100,4.118485368
5,7,48,277,3100,93,129.6254846
5,14,12,277,10000,44,1061.811921
2,12,48,281,10000,36,111.2681383
1,16,24,282,10000,45,49.40477053
5,10,34,276,9000,93,275.3480117
1,18,26,284,10000,53,230.8131113
1,11,22,277,10000,64,497.9673122
5,12,48,278,10000,80,98.28595967
4,15,18,279,10000,70,354.260042
3,13,18,276,10000,69,1.711470423
5,19,18,277,10000,48,546.7134811
1,17,31,282,10000,45,260.0094277
1,11,28,278,10000,82,29.26164002
4,19,34,276,10000,55,349.7817716
2,9,20,271,10000,79,189.367175
3,10,63,275,10000,88,610.1018385
5,15,41,287,10000,20,336.897926
4,15,63,279,10000,70,578.8354363
5,12,31,278,10000,80,27.93486266
3,18,41,277,10000,69,403.8792606
2,18,34,274,9000,99,899.7937049
3,11,48,276,10000,74,525.8129184
4,9,18,276,10000,47,102.42124
3,14,41,276,10000,64,22.73933253
3,10,34,279,10000,38,138.5064027
5,9,47,278,1100,93,2100.206106
5,16,128,288,10000,21,447.9620496
1,8,12,276,10000,86,3.828141554
5,7,128,277,3100,93,152.0335667
2,17,12,278,10000,77,677.129665
4,14,24,278,10000,88,146.2188208
1,14,46,281,10000,31,1974.00255
5,10,11,279,10000,41,479.7842115
2,16,18,278,10000,44,492.4950467
2,12,48,276,10000,69,117.8982121
2,9,18,274,10000,74,108.4682623
1,11,48,277,10000,64,21.17418975
2,14,46,283,10000,25,500.1247183
4,10,18,279,10000,38,174.5210329
5,18,22,287,10000,20,547.5188849
3,9,31,273,10000,80,55.68770574
3,10,12,279,10000,38,3.938384858
1,9,18,273,10000,57,114.9681745
2,13,22,275,10000,69,102.8127362
2,18,28,277,10000,69,165.3084167
4,19,34,279,10000,70,182.8215746
5,12,18,281,10000,87,10.27584156
4,12,12,276,10000,100,1061.6877
4,14,28,286,10000,24,3.142917599
5,9,20,272,10000,63,36.48777383
4,14,18,286,10000,24,5.571335208
1,19,95,281,10000,61,496.6198556
3,17,12,286,10000,24,2569.407002
2,17,41,278,10000,77,404.2090363
3,15,31,279,10000,48,553.5480139
3,18,128,277,10000,69,1249.409447
4,9,12,276,10000,47,778.0291437
3,13,18,284,10000,25,59.79672906
5,14,24,285,10000,62,330.5081151
1,9,22,273,10000,57,112.9414082
5,13,18,276,10000,47,7.927523725
1,14,31,285,10000,54,341.2003666
2,16,47,278,10000,77,481.6252088
5,13,34,278,10000,80,58.86455476
4,19,26,276,10000,55,643.2542162
1,10,34,277,10000,93,12.12015566
2,13,48,276,10000,64,593.4369864
3,11,11,282,10000,29,399.6981244
3,19,48,276,10000,74,368.8420328
5,15,59,279,10000,81,1267.082497
1,12,18,279,10000,48,37.17877661
1,18,95,278,10000,68,2008.438448
4,11,95,282,10000,34,479.6455117
2,16,47,273,4200,99,19.6873469
2,17,95,274,10000,99,1233.887294
5,13,47,276,10000,47,3081.028967
3,13,26,284,10000,25,4.295232125
3,19,18,285,10000,23,3.552153589
5,14,12,285,10000,62,1421.832649
1,15,41,281,10000,45,36.91701608
5,7,59,270,10000,73,247.8298273
4,15,18,278,10000,52,185.9644126
1,7,47,275,10000,86,15.68157563
3,8,46,274,10000,50,248.8011829
1,12,59,280,10000,81,54.59291434
3,12,47,283,10000,29,525.9832419
3,17,47,280,10000,45,295.2267973
2,15,22,277,10000,80,338.8760774
3,19,63,279,10000,52,838.7662793
4,19,47,279,10000,70,35.66814028
4,11,47,274,10000,74,277.525771
4,17,128,280,10000,65,1496.956528
2,13,46,277,10000,64,1565.347895
5,14,20,288,10000,22,774.3436327
5,11,48,277,10000,86,6.720989996
5,11,31,277,10000,86,67.08789417
3,17,28,277,10000,64,1387.731265
4,10,47,279,10000,38,90.64059126
1,18,128,278,10000,68,2208.816756
1,14,12,281,10000,85,1131.588035
3,12,48,276,10000,69,175.2346168
4,15,18,286,10000,22,14.34622821
1,19,26,277,10000,69,167.3068111
4,9,12,275,10000,93,748.6620355
2,9,18,271,10000,79,379.13136
5,11,18,277,10000,86,376.2530675
4,13,47,285,10000,23,3058.553171
3,18,12,280,10000,48,204.9962402
